,Status of existing checking account,Duration,Credit history,Purpose_business,Purpose_car (new),Purpose_car (used),Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_others,Purpose_radio/television,Purpose_repairs,Purpose_retraining,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Sex,Other debtors_co-applicant,Other debtors_guarantor,Other debtors_none,Present residence since,Age,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker
674,0,21,1,1,0,0,0,0,0,0,0,0,0,2580,3,1,4,0,0,0,1,2,41,1,1,1,2,0,1
675,0,30,0,0,0,0,0,0,0,0,1,0,0,4530,1,3,4,1,0,0,1,4,26,0,1,3,1,1,1
676,0,24,0,0,0,0,0,0,1,0,0,0,0,5150,1,4,4,0,0,0,1,4,33,1,1,2,1,1,1
677,2,72,3,0,0,0,0,0,0,0,1,0,0,5595,2,2,2,0,0,0,1,2,24,1,1,2,1,0,1
678,1,24,3,0,0,0,0,0,0,0,1,0,0,2384,1,4,4,0,0,0,1,4,64,0,1,1,1,0,1
679,0,18,3,0,0,0,0,0,0,0,1,0,0,1453,1,1,3,1,0,0,1,1,26,1,1,2,1,0,1
680,0,6,3,0,0,0,0,1,0,0,0,0,0,1538,1,1,1,1,0,0,1,2,56,1,1,2,1,0,1
681,0,12,3,0,0,0,0,0,0,0,1,0,0,2279,0,2,4,0,0,0,1,4,37,2,1,2,1,1,1
682,0,15,1,0,0,0,0,0,0,0,1,0,0,1478,1,2,4,0,0,0,1,3,33,1,2,2,1,0,1
683,0,24,0,0,0,0,0,0,0,0,1,0,0,5103,1,1,3,0,0,0,1,3,47,2,3,2,1,1,1
684,2,36,1,1,0,0,0,0,0,0,0,0,0,9857,2,3,1,0,0,0,1,3,31,1,2,1,2,1,1
685,0,60,3,0,1,0,0,0,0,0,0,0,0,6527,0,2,4,0,0,0,1,4,34,2,1,2,2,1,1
686,3,10,0,0,0,0,0,0,0,0,1,0,0,1347,0,3,4,0,0,0,1,2,27,1,2,2,1,1,1
687,2,36,1,0,1,0,0,0,0,0,0,0,0,2862,2,4,4,0,0,0,1,3,30,2,1,2,1,0,1
688,0,9,3,0,0,0,0,0,0,0,1,0,0,2753,2,4,3,0,1,0,0,4,35,1,1,2,1,1,1
689,1,12,3,0,1,0,0,0,0,0,0,0,0,3651,4,2,1,0,0,0,1,3,31,1,1,2,2,0,1
690,1,15,0,0,0,0,0,0,1,0,0,0,0,975,1,2,2,0,0,0,1,3,25,1,2,2,1,0,1
691,2,15,3,0,0,0,0,0,0,0,0,1,0,2631,2,2,3,1,0,0,1,2,25,1,1,1,1,0,1
692,2,24,3,0,0,0,0,0,0,0,1,0,0,2896,2,1,2,0,0,0,1,1,29,1,1,2,1,0,1
693,1,6,0,0,1,0,0,0,0,0,0,0,0,4716,0,1,1,0,0,0,1,3,44,1,2,1,2,0,1
694,0,24,3,0,0,0,0,0,0,0,1,0,0,2284,1,3,4,0,0,0,1,2,28,1,1,2,1,1,1
695,0,6,3,0,0,1,0,0,0,0,0,0,0,1236,3,2,2,0,0,0,1,4,50,0,1,2,1,0,1
696,2,12,3,0,0,0,0,0,0,0,1,0,0,1103,1,3,4,0,0,1,0,3,29,1,2,2,1,0,0
697,0,12,0,0,1,0,0,0,0,0,0,0,0,926,1,0,1,1,0,0,1,2,38,1,1,0,1,0,1
698,0,18,0,0,0,0,0,0,0,0,1,0,0,1800,1,2,4,0,0,0,1,2,24,1,2,2,1,0,1
699,3,15,3,0,0,0,0,1,0,0,0,0,0,1905,1,4,4,0,0,0,1,4,40,0,1,3,1,1,1
700,0,12,3,0,0,0,0,0,1,0,0,0,0,1123,3,2,4,1,0,0,1,4,29,0,1,1,1,0,1
701,1,48,0,0,0,1,0,0,0,0,0,0,0,6331,1,4,4,0,0,0,1,4,46,2,2,2,1,1,1
702,3,24,3,0,0,0,0,0,0,0,1,0,0,1377,2,4,4,1,0,0,1,2,47,2,1,2,1,1,1
703,2,30,1,1,0,0,0,0,0,0,0,0,0,2503,2,4,4,0,0,0,1,2,41,1,2,2,1,0,1
704,2,27,3,1,0,0,0,0,0,0,0,0,0,2528,1,1,4,1,0,0,1,1,32,1,1,2,2,1,1
705,0,15,3,0,1,0,0,0,0,0,0,0,0,5324,3,4,1,1,0,0,1,4,35,2,1,2,1,0,1
706,2,48,3,0,1,0,0,0,0,0,0,0,0,6560,2,3,3,0,0,0,1,2,24,1,1,2,1,0,1
707,2,12,2,0,0,0,0,0,1,0,0,0,0,2969,1,1,4,1,0,0,1,3,25,0,2,2,1,0,1
708,2,9,3,0,0,0,0,0,0,0,1,0,0,1206,1,4,4,1,0,0,1,4,25,1,1,2,1,0,1
709,2,9,3,0,0,0,0,0,0,0,1,0,0,2118,1,2,2,0,0,0,1,2,37,1,1,1,2,0,1
710,0,18,0,0,0,0,0,0,0,0,1,0,0,629,3,4,4,0,0,0,1,3,32,1,2,3,1,1,1
711,1,6,4,0,0,0,0,1,0,0,0,0,0,1198,1,4,4,1,0,0,1,4,35,2,1,2,1,0,1
712,0,21,3,0,0,1,0,0,0,0,0,0,0,2476,0,4,4,0,0,0,1,4,46,1,1,3,1,1,1
713,1,9,0,0,0,0,0,0,0,0,1,0,0,1138,1,2,4,0,0,0,1,4,25,1,2,1,1,0,1
714,2,60,3,0,1,0,0,0,0,0,0,0,0,14027,1,3,4,0,0,0,1,2,27,1,1,3,1,1,1
715,0,30,0,0,0,1,0,0,0,0,0,0,0,7596,0,4,1,0,0,0,1,4,63,1,2,2,1,0,1
716,0,30,0,0,0,0,0,0,0,0,1,0,0,3077,0,4,3,0,0,0,1,2,40,1,2,2,2,1,1
717,0,18,3,0,0,0,0,0,0,0,1,0,0,1505,1,2,4,0,0,0,1,2,32,2,1,3,1,1,1
718,3,24,0,0,0,0,0,0,0,0,1,0,0,3148,0,2,3,0,0,0,1,2,31,1,2,2,1,1,1
719,2,20,2,0,0,1,0,0,0,0,0,0,0,6148,2,4,3,0,0,0,1,4,31,1,2,2,1,1,1
720,3,9,2,0,0,0,0,0,0,0,1,0,0,1337,1,1,4,0,0,0,1,2,34,1,2,3,1,1,1
721,2,6,4,0,0,0,0,1,0,0,0,0,0,433,4,1,4,1,0,0,1,2,24,0,1,2,2,0,1
722,1,12,3,0,1,0,0,0,0,0,0,0,0,1228,1,2,4,1,0,0,1,2,24,1,1,1,1,0,1
723,2,9,3,0,0,0,0,0,0,0,1,0,0,790,3,2,4,1,0,0,1,3,66,1,1,1,1,0,1
724,0,27,3,0,1,0,0,0,0,0,0,0,0,2570,1,2,3,1,0,0,1,3,21,0,1,2,1,0,1
725,0,6,0,0,1,0,0,0,0,0,0,0,0,250,4,2,2,1,0,0,1,2,41,1,2,1,1,0,1
726,0,15,0,0,0,0,0,0,0,0,1,0,0,1316,3,2,2,0,0,0,1,2,47,1,2,1,1,0,1
727,1,18,3,0,0,0,0,0,0,0,1,0,0,1882,1,2,4,1,0,0,1,4,25,0,2,2,1,0,1
728,2,48,4,1,0,0,0,0,0,0,0,0,0,6416,1,4,4,1,0,0,1,3,59,0,1,2,1,0,1
729,3,24,0,1,0,0,0,0,0,0,0,0,0,1275,4,2,2,0,0,0,1,4,36,1,2,2,1,1,1
730,2,24,1,0,0,0,0,0,0,0,1,0,0,6403,1,1,1,0,0,0,1,2,33,1,1,2,1,0,1
731,1,24,3,0,0,0,0,0,0,0,1,0,0,1987,1,2,2,0,0,0,1,4,21,0,1,1,2,0,1
732,2,8,3,0,0,0,0,0,0,0,1,0,0,760,1,3,4,1,0,1,0,2,44,1,1,1,1,0,1
733,0,24,3,0,0,1,0,0,0,0,0,0,0,2603,4,2,2,1,0,0,1,4,28,0,1,2,1,1,1
734,0,4,0,0,1,0,0,0,0,0,0,0,0,3380,1,3,1,1,0,0,1,1,37,1,1,2,2,0,1
735,2,36,4,0,0,0,1,0,0,0,0,0,0,3990,0,1,3,1,0,0,1,2,29,1,1,0,1,0,1
736,2,24,3,0,0,1,0,0,0,0,0,0,0,11560,1,2,1,1,0,0,1,4,23,0,2,3,1,0,1
737,1,18,3,0,1,0,0,0,0,0,0,0,0,4380,2,2,3,0,0,0,1,4,35,1,1,1,2,1,1
738,0,6,0,0,1,0,0,0,0,0,0,0,0,6761,1,3,1,0,0,0,1,3,45,1,2,3,2,1,1
739,2,30,2,1,0,0,0,0,0,0,0,0,0,4280,2,2,4,1,0,0,1,4,26,0,2,1,1,0,1
740,1,24,4,0,1,0,0,0,0,0,0,0,0,2325,2,3,2,0,0,0,1,3,32,1,1,2,1,0,1
741,2,10,4,0,0,0,0,0,0,0,1,0,0,1048,1,2,4,0,0,0,1,4,23,1,1,1,1,0,1
742,0,21,3,0,0,0,0,0,0,0,1,0,0,3160,0,4,4,0,0,0,1,3,41,1,1,2,1,1,1
743,1,24,4,0,0,0,0,0,1,0,0,0,0,2483,3,2,4,0,0,0,1,4,22,1,1,2,1,1,1
744,1,39,0,0,0,0,0,0,1,0,0,0,0,14179,0,3,4,0,0,0,1,4,30,1,2,3,1,1,1
745,1,13,0,1,0,0,0,0,0,0,0,0,0,1797,1,1,3,0,0,0,1,1,28,1,2,1,1,0,1
746,1,15,3,0,1,0,0,0,0,0,0,0,0,2511,1,0,1,1,0,0,1,4,23,0,1,2,1,0,1
747,1,12,3,0,1,0,0,0,0,0,0,0,0,1274,1,1,3,1,0,0,1,1,37,1,1,1,1,0,1
748,0,21,3,0,0,1,0,0,0,0,0,0,0,5248,0,2,1,0,0,0,1,3,26,1,1,2,1,0,1
749,0,15,3,0,0,1,0,0,0,0,0,0,0,3029,1,3,2,0,0,0,1,2,33,1,1,2,1,0,1
750,1,6,3,0,0,0,0,0,1,0,0,0,0,428,1,4,2,1,0,0,1,1,49,1,1,2,1,1,1
751,1,18,3,0,1,0,0,0,0,0,0,0,0,976,1,1,1,1,0,0,1,2,23,1,1,1,1,0,1
752,2,12,3,1,0,0,0,0,0,0,0,0,0,841,2,3,2,1,0,0,1,4,23,0,1,1,1,0,1
753,0,30,0,0,0,0,0,0,0,0,1,0,0,5771,1,3,4,1,0,0,1,2,25,1,2,2,1,0,1
754,0,12,1,0,0,0,0,0,0,0,0,1,0,1555,4,4,4,0,0,0,1,4,55,2,2,2,2,0,1
755,1,24,3,0,1,0,0,0,0,0,0,0,0,1285,0,3,4,1,0,0,1,4,32,0,1,2,1,0,1
756,3,6,0,0,1,0,0,0,0,0,0,0,0,1299,1,2,1,0,0,0,1,1,74,1,3,0,2,0,0
757,3,15,0,0,0,0,0,0,0,0,1,0,0,1271,0,2,3,0,0,0,1,4,39,2,2,2,1,1,1
758,0,24,3,0,1,0,0,0,0,0,0,0,0,1393,1,2,2,0,0,1,0,2,31,1,1,2,1,1,1
759,1,12,0,0,1,0,0,0,0,0,0,0,0,691,1,4,4,0,0,0,1,3,35,1,2,2,1,0,1
760,0,15,0,0,1,0,0,0,0,0,0,0,0,5045,0,4,1,1,0,0,1,4,59,1,1,2,1,1,1
761,1,18,0,0,0,0,0,0,1,0,0,0,0,2124,1,2,4,1,0,0,1,4,24,0,2,2,1,0,1
762,1,12,3,0,0,0,0,0,0,0,1,0,0,2214,1,2,4,0,0,0,1,3,24,1,1,1,1,0,1
763,0,21,0,0,1,0,0,0,0,0,0,0,0,12680,0,4,4,0,0,0,1,4,30,2,1,3,1,1,1
764,0,24,0,0,1,0,0,0,0,0,0,0,0,2463,2,3,4,0,0,0,1,3,27,1,2,2,1,1,1
765,2,12,3,0,0,0,0,0,0,0,1,0,0,1155,1,4,3,0,0,1,0,3,40,1,2,1,1,0,1
766,1,30,3,0,0,0,0,0,1,0,0,0,0,3108,1,1,2,0,0,0,1,4,31,1,1,1,1,0,1
767,0,10,3,0,0,1,0,0,0,0,0,0,0,2901,0,1,1,1,0,0,1,4,31,0,1,2,1,0,1
768,2,12,0,0,0,0,0,0,1,0,0,0,0,3617,1,4,1,0,0,0,1,4,28,0,3,2,1,1,1
769,0,12,0,0,0,0,0,0,0,0,1,0,0,1655,1,4,2,0,0,0,1,4,63,1,2,1,1,1,1
770,1,24,3,0,0,1,0,0,0,0,0,0,0,2812,0,4,2,1,0,0,1,4,26,0,1,2,1,0,1
771,1,36,0,0,0,0,0,1,0,0,0,0,0,8065,1,2,3,1,0,0,1,2,25,1,2,3,1,1,1
772,0,21,0,0,0,1,0,0,0,0,0,0,0,3275,1,4,1,0,0,0,1,4,36,1,1,3,1,1,1
773,0,24,0,0,0,0,0,0,0,0,1,0,0,2223,2,4,4,0,0,0,1,4,52,1,2,2,1,0,1
774,3,12,0,0,1,0,0,0,0,0,0,0,0,1480,3,0,2,0,0,0,1,4,66,2,3,0,1,0,1
775,1,24,3,0,1,0,0,0,0,0,0,0,0,1371,0,2,4,1,0,0,1,4,25,0,1,2,1,0,1
776,0,36,0,0,1,0,0,0,0,0,0,0,0,3535,1,3,4,0,0,0,1,4,37,1,2,2,1,1,1
777,1,18,3,0,0,0,0,0,0,0,1,0,0,3509,1,3,4,1,0,1,0,1,25,1,1,2,1,0,1
778,0,36,0,0,0,1,0,0,0,0,0,0,0,5711,4,4,4,0,0,0,1,2,38,1,2,3,1,1,1
779,2,18,3,0,0,0,0,0,0,0,0,1,0,3872,1,0,2,1,0,0,1,4,67,1,1,2,1,1,1
780,2,39,0,0,0,0,0,0,0,0,1,0,0,4933,1,3,2,0,0,1,0,2,25,1,2,2,1,0,1
781,0,24,0,0,1,0,0,0,0,0,0,0,0,1940,4,4,4,0,0,0,1,4,60,1,1,2,1,1,1
782,2,12,2,0,0,0,0,0,0,0,0,0,1,1410,1,2,2,0,0,0,1,2,31,1,1,1,1,1,1
783,2,12,3,0,1,0,0,0,0,0,0,0,0,836,2,1,4,1,0,0,1,2,23,1,1,1,1,0,1
784,2,20,3,0,0,1,0,0,0,0,0,0,0,6468,0,0,1,0,0,0,1,4,60,1,1,3,1,1,1
785,2,18,3,1,0,0,0,0,0,0,0,0,0,1941,4,2,4,0,0,0,1,2,35,1,1,1,1,1,1
786,0,22,3,0,0,0,0,0,0,0,1,0,0,2675,3,4,3,0,0,0,1,4,40,1,1,2,1,0,1
787,0,48,0,0,0,1,0,0,0,0,0,0,0,2751,0,4,4,0,0,0,1,3,38,1,2,2,2,1,1
788,2,48,1,0,0,0,0,1,0,0,0,0,0,6224,1,4,4,0,0,0,1,4,50,2,1,2,1,0,1
789,1,40,0,0,0,0,0,1,0,0,0,0,0,5998,1,2,4,0,0,0,1,3,27,1,1,2,1,1,1
790,2,21,3,1,0,0,0,0,0,0,0,0,0,1188,1,4,2,1,0,0,1,4,39,1,1,2,2,0,1
791,0,24,3,0,0,1,0,0,0,0,0,0,0,6313,0,4,3,0,0,0,1,4,41,1,1,3,2,1,1
792,0,6,0,0,0,0,0,0,1,0,0,0,0,1221,0,2,1,0,0,0,1,2,27,1,2,2,1,0,1
793,3,24,3,0,0,0,0,0,1,0,0,0,0,2892,1,4,3,0,0,0,1,4,51,2,1,2,1,0,1
794,0,24,3,0,0,0,0,0,1,0,0,0,0,3062,3,4,4,0,0,0,1,3,32,0,1,2,1,1,1
795,0,9,3,0,0,0,0,0,1,0,0,0,0,2301,2,1,2,1,0,0,1,4,22,0,1,2,1,0,1
796,1,18,3,0,0,1,0,0,0,0,0,0,0,7511,0,4,1,0,0,0,1,4,51,2,1,2,2,1,1
797,0,12,0,0,0,0,0,0,1,0,0,0,0,1258,1,1,2,1,0,0,1,4,22,0,2,1,1,0,1
798,0,24,1,0,1,0,0,0,0,0,0,0,0,717,0,4,4,0,0,0,1,4,54,1,2,2,1,1,1
799,2,9,3,0,1,0,0,0,0,0,0,0,0,1549,0,1,4,0,0,0,1,2,35,1,1,0,1,0,1
800,0,24,0,0,0,0,0,1,0,0,0,0,0,1597,1,4,4,0,0,0,1,4,54,2,2,2,2,0,1
801,2,18,0,0,0,0,0,0,0,0,1,0,0,1795,1,4,3,1,0,1,0,4,48,0,2,1,1,1,1
802,1,20,0,0,0,0,0,0,1,0,0,0,0,4272,1,4,1,1,0,0,1,4,24,1,2,2,1,0,1
803,0,12,0,0,0,0,0,0,0,0,1,0,0,976,0,4,4,0,0,0,1,4,35,1,2,2,1,0,1
804,2,12,3,0,1,0,0,0,0,0,0,0,0,7472,0,0,1,1,0,0,1,2,24,0,1,0,1,0,1
805,1,36,3,0,1,0,0,0,0,0,0,0,0,9271,1,3,2,0,0,0,1,1,24,1,1,2,1,1,1
806,2,6,3,0,0,0,0,0,0,0,1,0,0,590,1,1,3,0,0,0,1,3,26,1,1,1,1,0,0
807,0,12,0,0,0,0,0,0,0,0,1,0,0,930,0,4,4,0,0,0,1,4,65,1,4,2,1,0,1
808,2,42,4,0,0,1,0,0,0,0,0,0,0,9283,1,0,1,0,0,0,1,2,55,2,1,3,1,1,1
809,2,15,2,0,1,0,0,0,0,0,0,0,0,1778,1,1,2,1,0,0,1,1,26,0,2,0,1,0,1
810,2,8,3,1,0,0,0,0,0,0,0,0,0,907,1,1,3,0,0,0,1,2,26,1,1,2,1,1,1
811,2,6,3,0,0,0,0,0,0,0,1,0,0,484,1,3,3,0,0,1,0,3,28,1,1,1,1,0,1
812,1,36,0,0,0,1,0,0,0,0,0,0,0,9629,1,3,4,0,0,0,1,4,24,1,2,2,1,1,1
813,1,48,3,0,0,0,1,0,0,0,0,0,0,3051,1,2,3,0,0,0,1,4,54,1,1,2,1,0,1
814,1,48,3,0,1,0,0,0,0,0,0,0,0,3931,1,3,4,0,0,0,1,4,46,2,1,2,2,0,1
815,2,36,1,0,1,0,0,0,0,0,0,0,0,7432,1,2,2,1,0,0,1,2,54,0,1,2,1,0,1
816,0,6,3,0,0,0,1,0,0,0,0,0,0,1338,3,2,1,0,0,0,1,4,62,1,1,2,1,0,1
817,0,6,0,0,0,0,0,0,0,0,1,0,0,1554,1,3,1,1,0,0,1,2,24,0,2,2,1,1,1
818,1,36,3,0,0,0,0,0,0,1,0,0,0,15857,1,0,2,0,1,0,0,3,43,1,1,3,1,0,1
819,1,18,3,0,0,0,0,0,0,0,1,0,0,1345,1,2,4,0,0,0,1,3,26,1,1,2,1,0,1
820,0,12,3,0,1,0,0,0,0,0,0,0,0,1101,1,2,3,0,0,0,1,2,27,1,2,2,1,1,1
821,3,12,3,0,0,0,0,0,0,0,1,0,0,3016,1,2,3,0,0,0,1,1,24,1,1,2,1,0,1
822,1,36,3,0,0,0,0,0,1,0,0,0,0,2712,1,4,2,0,0,0,1,2,41,1,1,2,2,0,1
823,1,8,0,0,1,0,0,0,0,0,0,0,0,731,1,4,4,0,0,0,1,4,47,1,2,1,1,0,1
824,0,18,0,0,0,0,0,0,1,0,0,0,0,3780,1,1,3,0,0,0,1,2,35,1,2,3,1,1,1
825,1,21,0,0,1,0,0,0,0,0,0,0,0,1602,1,4,4,0,0,0,1,3,30,1,2,2,1,1,1
826,1,18,0,0,1,0,0,0,0,0,0,0,0,3966,1,4,1,1,0,0,1,4,33,0,3,2,1,1,1
827,0,18,2,1,0,0,0,0,0,0,0,0,0,4165,1,2,2,0,0,0,1,2,36,1,2,2,2,0,1
828,1,36,3,0,0,1,0,0,0,0,0,0,0,8335,0,4,3,0,0,0,1,4,47,2,1,2,1,0,1
829,2,48,1,1,0,0,0,0,0,0,0,0,0,6681,0,2,4,0,0,0,1,4,38,2,1,2,2,1,1
830,0,24,1,1,0,0,0,0,0,0,0,0,0,2375,3,2,4,0,0,0,1,2,44,1,2,2,2,1,1
831,1,18,3,0,1,0,0,0,0,0,0,0,0,1216,1,1,4,1,0,0,1,3,23,0,1,2,1,1,1
832,1,45,2,1,0,0,0,0,0,0,0,0,0,11816,1,4,2,0,0,0,1,4,29,0,2,2,1,0,1
833,2,24,3,0,0,0,0,0,0,0,1,0,0,5084,0,4,2,1,0,0,1,4,42,1,1,2,1,1,1
834,3,15,3,0,0,0,0,0,0,0,1,0,0,2327,1,1,2,1,0,0,1,3,25,1,1,1,1,0,1
835,1,12,2,0,1,0,0,0,0,0,0,0,0,1082,1,2,4,0,0,0,1,4,48,1,2,2,1,0,1
836,0,12,3,0,0,0,0,0,0,0,1,0,0,886,0,2,4,1,0,0,1,2,21,1,1,2,1,0,1
837,0,4,3,0,0,0,0,0,1,0,0,0,0,601,1,1,1,1,0,0,1,3,23,0,1,1,2,0,1
838,1,24,0,0,0,1,0,0,0,0,0,0,0,2957,1,4,4,0,0,0,1,4,63,1,2,2,1,1,1
839,0,24,0,0,0,0,0,0,0,0,1,0,0,2611,1,4,4,0,1,0,0,3,46,1,2,2,1,0,1
840,1,36,3,0,0,0,0,0,1,0,0,0,0,5179,1,3,4,0,0,0,1,2,29,1,1,2,1,0,1
841,0,21,1,0,0,1,0,0,0,0,0,0,0,2993,1,2,3,0,0,0,1,2,28,1,2,1,1,0,1
842,0,18,3,0,0,0,0,0,0,0,0,1,0,1943,1,1,4,1,0,0,1,4,23,1,1,2,1,0,1
843,0,24,4,1,0,0,0,0,0,0,0,0,0,1559,1,3,4,0,0,0,1,4,50,1,1,2,1,1,1
844,0,18,3,0,0,0,0,0,1,0,0,0,0,3422,1,4,4,0,0,0,1,4,47,1,3,2,2,1,1
845,2,21,3,0,0,0,0,0,1,0,0,0,0,3976,0,3,2,0,0,0,1,3,35,1,1,2,1,1,1
846,0,18,3,0,1,0,0,0,0,0,0,0,0,6761,0,2,2,0,0,0,1,4,68,0,2,2,1,0,1
847,0,24,3,0,1,0,0,0,0,0,0,0,0,1249,1,1,4,0,0,0,1,2,28,1,1,2,1,0,1
848,1,9,3,0,0,0,0,0,0,0,1,0,0,1364,1,3,3,0,0,0,1,4,59,1,1,2,1,0,1
849,1,12,3,0,0,0,0,0,0,0,1,0,0,709,1,4,4,0,0,0,1,4,57,1,1,1,1,0,1
850,1,20,0,0,1,0,0,0,0,0,0,0,0,2235,1,2,4,0,0,1,0,2,33,0,2,2,1,0,0
851,0,24,0,0,0,1,0,0,0,0,0,0,0,4042,0,3,3,0,0,0,1,4,43,1,2,2,1,1,1
852,0,15,0,0,0,0,0,0,0,0,1,0,0,1471,1,2,4,0,0,0,1,4,35,2,2,2,1,1,1
853,1,18,4,0,1,0,0,0,0,0,0,0,0,1442,1,3,4,0,0,0,1,4,32,2,2,1,2,0,1
854,0,36,1,0,1,0,0,0,0,0,0,0,0,10875,1,4,2,0,0,0,1,2,45,1,2,2,2,1,1
855,0,24,3,0,1,0,0,0,0,0,0,0,0,1474,2,1,4,0,0,0,1,3,33,1,1,2,1,1,1
856,0,10,3,0,0,0,0,0,0,0,0,0,1,894,0,3,4,1,0,0,1,3,40,1,1,2,1,1,1
857,0,15,0,0,0,0,0,0,1,0,0,0,0,3343,1,2,4,0,0,0,1,2,28,2,1,2,1,1,1
858,1,15,3,0,1,0,0,0,0,0,0,0,0,3959,1,2,3,1,0,0,1,2,29,1,1,2,1,1,1
859,0,9,3,0,1,0,0,0,0,0,0,0,0,3577,2,2,1,0,0,1,0,2,26,0,1,2,2,0,0
860,0,24,0,0,0,1,0,0,0,0,0,0,0,5804,4,2,4,0,0,0,1,2,27,1,2,2,1,0,1
861,0,18,1,1,0,0,0,0,0,0,0,0,0,2169,1,2,4,0,0,0,1,2,28,1,1,2,1,1,1
862,1,24,3,0,0,0,0,0,0,0,1,0,0,2439,1,1,4,1,0,0,1,4,35,1,1,2,1,1,1
863,0,27,0,0,0,0,0,0,1,0,0,0,0,4526,4,1,4,0,0,0,1,2,32,1,2,1,2,1,1
864,0,10,3,0,0,0,0,0,1,0,0,0,0,2210,1,2,2,0,0,0,1,2,25,0,1,1,1,0,1
865,0,15,3,0,0,0,0,0,1,0,0,0,0,2221,3,2,2,1,0,0,1,4,20,0,1,2,1,0,1
866,1,18,3,0,0,0,0,0,0,0,1,0,0,2389,1,1,4,1,0,0,1,1,27,1,1,2,1,0,1
867,0,12,0,0,0,0,0,0,1,0,0,0,0,3331,1,4,2,0,0,0,1,4,42,1,1,2,1,0,1
868,0,36,3,1,0,0,0,0,0,0,0,0,0,7409,0,4,3,0,0,0,1,2,37,1,2,2,1,0,1
869,1,12,3,0,0,0,0,0,1,0,0,0,0,652,1,4,4,1,0,0,1,4,24,0,1,2,1,0,1
870,0,36,1,0,0,0,0,0,1,0,0,0,0,7678,3,3,2,1,0,0,1,4,40,1,2,2,1,1,1
871,3,6,0,0,1,0,0,0,0,0,0,0,0,1343,1,4,1,0,0,0,1,4,46,1,2,2,2,0,0
872,1,24,0,1,0,0,0,0,0,0,0,0,0,1382,2,3,4,0,0,0,1,1,26,1,2,2,1,1,1
873,0,15,3,0,0,0,1,0,0,0,0,0,0,874,0,1,4,1,0,0,1,1,24,1,1,2,1,0,1
874,1,12,3,0,0,0,0,0,1,0,0,0,0,3590,1,2,2,0,1,0,0,2,29,1,1,1,2,0,1
875,2,11,0,0,1,0,0,0,0,0,0,0,0,1322,4,2,4,1,0,0,1,4,40,1,2,2,1,0,1
876,1,18,4,0,0,0,0,0,0,0,1,0,0,1940,1,1,3,0,1,0,0,4,36,2,1,3,1,1,1
877,0,36,3,0,0,0,0,0,0,0,1,0,0,3595,1,4,4,0,0,0,1,2,28,1,1,2,1,0,1
878,1,9,3,0,1,0,0,0,0,0,0,0,0,1422,1,1,3,0,0,0,1,2,27,2,1,3,1,1,1
879,0,30,0,0,0,0,0,0,0,0,1,0,0,6742,0,3,2,0,0,0,1,3,36,1,2,2,1,0,1
880,0,24,3,0,0,1,0,0,0,0,0,0,0,7814,1,3,3,0,0,0,1,3,38,1,1,3,1,1,1
881,0,24,3,0,0,1,0,0,0,0,0,0,0,9277,0,2,2,0,0,0,1,4,48,2,1,2,1,1,1
882,2,30,0,0,1,0,0,0,0,0,0,0,0,2181,0,4,4,0,0,0,1,4,36,1,2,2,1,0,1
883,0,18,0,0,0,0,0,0,0,0,1,0,0,1098,1,0,4,1,0,0,1,4,65,1,2,0,1,0,1
884,2,24,3,0,0,0,0,0,1,0,0,0,0,4057,1,3,3,0,0,0,1,3,43,1,1,2,1,1,1
885,1,12,3,0,0,0,0,1,0,0,0,0,0,795,1,1,4,1,0,0,1,4,53,1,1,2,1,0,1
886,2,24,0,1,0,0,0,0,0,0,0,0,0,2825,0,3,4,0,0,0,1,3,34,1,2,2,2,1,1
887,2,48,3,1,0,0,0,0,0,0,0,0,0,15672,1,2,2,0,0,0,1,2,23,1,1,2,1,1,1
888,0,36,0,0,1,0,0,0,0,0,0,0,0,6614,1,4,4,0,0,0,1,4,34,1,2,3,1,1,1
889,0,28,4,0,0,1,0,0,0,0,0,0,0,7824,0,1,3,0,0,1,0,4,40,0,2,2,2,1,1
890,1,27,0,1,0,0,0,0,0,0,0,0,0,2442,1,4,4,0,0,0,1,4,43,1,4,3,2,1,1
891,0,15,0,0,0,0,0,0,0,0,1,0,0,1829,1,4,4,0,0,0,1,4,46,1,2,2,1,1,1
892,1,12,0,0,1,0,0,0,0,0,0,0,0,2171,1,2,4,0,0,0,1,4,38,1,2,1,1,0,0
893,2,36,0,0,0,1,0,0,0,0,0,0,0,5800,1,2,3,0,0,0,1,4,34,1,2,2,1,1,1
894,0,18,0,0,0,0,0,0,0,0,1,0,0,1169,0,2,4,0,0,0,1,3,29,1,2,2,1,1,1
895,0,36,1,0,0,1,0,0,0,0,0,0,0,8947,0,3,3,0,0,0,1,2,31,1,1,3,2,1,1
896,1,21,3,0,0,0,0,0,0,0,1,0,0,2606,1,1,4,1,0,0,1,4,28,0,1,3,1,1,1
897,0,12,0,0,0,0,0,0,1,0,0,0,0,1592,4,3,3,1,0,0,1,2,35,1,1,2,1,0,0
898,0,15,3,0,0,0,0,0,1,0,0,0,0,2186,0,3,1,1,0,0,1,4,33,0,1,1,1,0,1
899,1,18,3,0,0,0,0,0,1,0,0,0,0,4153,1,2,2,0,1,0,0,3,42,1,1,2,1,0,1
